a,b,s,d,flag,day,t
54,91000,tag1,64.5,false,1970-04-02,2013-07-15 10:04:51
55,92000,tag2,66.0,true,1970-04-03,2013-07-15 10:04:52
56,93000,,67.5,false,1970-04-04,2013-07-15 10:04:53
57,94000,tag4,69.0,true,1970-04-05,2013-07-15 10:04:54
58,95000,tag0,70.5,false,1970-04-06,2013-07-15 10:04:55
59,96000,tag1,72.0,true,1970-04-07,2013-07-15 10:04:56
60,97000,tag2,73.5,false,1970-04-08,2013-07-15 10:04:57
61,98000,tag3,75.0,true,1970-04-09,2013-07-15 10:04:58
62,99000,tag4,76.5,false,1970-04-10,2013-07-15 10:04:59
63,100000,,78.0,true,1970-04-11,2013-07-15 10:05:00
64,101000,tag1,79.5,false,1970-04-12,2013-07-15 10:05:01
65,102000,tag2,81.0,true,1970-04-13,2013-07-15 10:05:02
66,103000,tag3,82.5,false,1970-04-14,2013-07-15 10:05:03
67,104000,tag4,84.0,true,1970-04-15,2013-07-15 10:05:04
68,105000,tag0,85.5,false,1970-04-16,2013-07-15 10:05:05
69,106000,tag1,87.0,true,1970-04-17,2013-07-15 10:05:06
70,107000,,88.5,false,1970-04-18,2013-07-15 10:05:07
71,108000,tag3,90.0,true,1970-04-19,2013-07-15 10:05:08
72,109000,tag4,91.5,false,1970-04-20,2013-07-15 10:05:09
73,110000,tag0,93.0,true,1970-04-21,2013-07-15 10:05:10
74,111000,tag1,94.5,false,1970-04-22,2013-07-15 10:05:11
75,112000,tag2,0.0,true,1970-04-23,2013-07-15 10:05:12
76,113000,tag3,1.5,false,1970-04-24,2013-07-15 10:05:13
77,114000,,3.0,true,1970-04-25,2013-07-15 10:05:14
78,115000,tag0,4.5,false,1970-04-26,2013-07-15 10:05:15
79,116000,tag1,6.0,true,1970-04-27,2013-07-15 10:05:16
80,117000,tag2,7.5,false,1970-04-28,2013-07-15 10:05:17
81,118000,tag3,9.0,true,1970-04-29,2013-07-15 10:05:18
82,119000,tag4,10.5,false,1970-04-30,2013-07-15 10:05:19
83,120000,tag0,12.0,true,1970-05-01,2013-07-15 10:05:20
84,121000,,13.5,false,1970-05-02,2013-07-15 10:05:21
85,122000,tag2,15.0,true,1970-05-03,2013-07-15 10:05:22
86,123000,tag3,16.5,false,1970-05-04,2013-07-15 10:05:23
87,124000,tag4,18.0,true,1970-05-05,2013-07-15 10:05:24
88,125000,tag0,19.5,false,1970-05-06,2013-07-15 10:05:25
89,126000,tag1,21.0,true,1970-05-07,2013-07-15 10:05:26
90,127000,tag2,22.5,false,1970-05-08,2013-07-15 10:05:27
91,128000,,24.0,true,1970-05-09,2013-07-15 10:05:28
92,129000,tag4,25.5,false,1970-05-10,2013-07-15 10:05:29
93,130000,tag0,27.0,true,1970-05-11,2013-07-15 10:05:30
94,131000,tag1,28.5,false,1970-05-12,2013-07-15 10:05:31
95,132000,tag2,30.0,true,1970-05-13,2013-07-15 10:05:32
96,133000,tag3,31.5,false,1970-05-14,2013-07-15 10:05:33
0,134000,tag4,33.0,true,1970-05-15,2013-07-15 10:05:34
1,135000,,34.5,false,1970-05-16,2013-07-15 10:05:35
2,136000,tag1,36.0,true,1970-05-17,2013-07-15 10:05:36
3,137000,tag2,37.5,false,1970-05-18,2013-07-15 10:05:37
4,138000,tag3,39.0,true,1970-05-19,2013-07-15 10:05:38
5,139000,tag4,40.5,false,1970-05-20,2013-07-15 10:05:39
6,140000,tag0,42.0,true,1970-05-21,2013-07-15 10:05:40
7,141000,tag1,43.5,false,1970-05-22,2013-07-15 10:05:41
8,142000,,45.0,true,1970-05-23,2013-07-15 10:05:42
9,143000,tag3,46.5,false,1970-05-24,2013-07-15 10:05:43
10,144000,tag4,48.0,true,1970-05-25,2013-07-15 10:05:44
11,145000,tag0,49.5,false,1970-05-26,2013-07-15 10:05:45
12,146000,tag1,51.0,true,1970-05-27,2013-07-15 10:05:46
13,147000,tag2,52.5,false,1970-05-28,2013-07-15 10:05:47
14,148000,tag3,54.0,true,1970-05-29,2013-07-15 10:05:48
15,149000,,55.5,false,1970-05-30,2013-07-15 10:05:49
16,150000,tag0,57.0,true,1970-05-31,2013-07-15 10:05:50
17,151000,tag1,58.5,false,1970-06-01,2013-07-15 10:05:51
18,152000,tag2,60.0,true,1970-06-02,2013-07-15 10:05:52
19,153000,tag3,61.5,false,1970-06-03,2013-07-15 10:05:53
20,154000,tag4,63.0,true,1970-06-04,2013-07-15 10:05:54
21,155000,tag0,64.5,false,1970-06-05,2013-07-15 10:05:55
22,156000,,66.0,true,1970-06-06,2013-07-15 10:05:56
23,157000,tag2,67.5,false,1970-06-07,2013-07-15 10:05:57
24,158000,tag3,69.0,true,1970-06-08,2013-07-15 10:05:58
25,159000,tag4,70.5,false,1970-06-09,2013-07-15 10:05:59
26,160000,tag0,72.0,true,1970-06-10,2013-07-15 10:06:00
27,161000,tag1,73.5,false,1970-06-11,2013-07-15 10:06:01
28,162000,tag2,75.0,true,1970-06-12,2013-07-15 10:06:02
29,163000,,76.5,false,1970-06-13,2013-07-15 10:06:03
30,164000,tag4,78.0,true,1970-06-14,2013-07-15 10:06:04
31,165000,tag0,79.5,false,1970-06-15,2013-07-15 10:06:05
32,166000,tag1,81.0,true,1970-06-16,2013-07-15 10:06:06
33,167000,tag2,82.5,false,1970-06-17,2013-07-15 10:06:07
34,168000,tag3,84.0,true,1970-06-18,2013-07-15 10:06:08
35,169000,tag4,85.5,false,1970-06-19,2013-07-15 10:06:09
36,170000,,87.0,true,1970-06-20,2013-07-15 10:06:10
37,171000,tag1,88.5,false,1970-06-21,2013-07-15 10:06:11
38,172000,tag2,90.0,true,1970-06-22,2013-07-15 10:06:12
39,173000,tag3,91.5,false,1970-06-23,2013-07-15 10:06:13
40,174000,tag4,93.0,true,1970-06-24,2013-07-15 10:06:14
41,175000,tag0,94.5,false,1970-06-25,2013-07-15 10:06:15
42,176000,tag1,0.0,true,1970-06-26,2013-07-15 10:06:16
43,177000,,1.5,false,1970-06-27,2013-07-15 10:06:17
44,178000,tag3,3.0,true,1970-06-28,2013-07-15 10:06:18
45,179000,tag4,4.5,false,1970-06-29,2013-07-15 10:06:19
46,180000,tag0,6.0,true,1970-06-30,2013-07-15 10:06:20
47,181000,tag1,7.5,false,1970-07-01,2013-07-15 10:06:21
48,182000,tag2,9.0,true,1970-07-02,2013-07-15 10:06:22
49,183000,tag3,10.5,false,1970-07-03,2013-07-15 10:06:23
50,184000,,12.0,true,1970-07-04,2013-07-15 10:06:24
51,185000,tag0,13.5,false,1970-07-05,2013-07-15 10:06:25
52,186000,tag1,15.0,true,1970-07-06,2013-07-15 10:06:26
53,187000,tag2,16.5,false,1970-07-07,2013-07-15 10:06:27
54,188000,tag3,18.0,true,1970-07-08,2013-07-15 10:06:28
55,189000,tag4,19.5,false,1970-07-09,2013-07-15 10:06:29
56,190000,tag0,21.0,true,1970-07-10,2013-07-15 10:06:30
57,191000,,22.5,false,1970-07-11,2013-07-15 10:06:31
58,192000,tag2,24.0,true,1970-07-12,2013-07-15 10:06:32
59,193000,tag3,25.5,false,1970-07-13,2013-07-15 10:06:33
60,194000,tag4,27.0,true,1970-07-14,2013-07-15 10:06:34
61,195000,tag0,28.5,false,1970-07-15,2013-07-15 10:06:35
62,196000,tag1,30.0,true,1970-07-16,2013-07-15 10:06:36
63,197000,tag2,31.5,false,1970-07-17,2013-07-15 10:06:37
64,198000,,33.0,true,1970-07-18,2013-07-15 10:06:38
65,199000,tag4,34.5,false,1970-07-19,2013-07-15 10:06:39
66,200000,tag0,36.0,true,1970-07-20,2013-07-15 10:06:40
67,201000,tag1,37.5,false,1970-07-21,2013-07-15 10:06:41
68,202000,tag2,39.0,true,1970-07-22,2013-07-15 10:06:42
69,203000,tag3,40.5,false,1970-07-23,2013-07-15 10:06:43
70,204000,tag4,42.0,true,1970-07-24,2013-07-15 10:06:44
71,205000,,43.5,false,1970-07-25,2013-07-15 10:06:45
72,206000,tag1,45.0,true,1970-07-26,2013-07-15 10:06:46
73,207000,tag2,46.5,false,1970-07-27,2013-07-15 10:06:47
74,208000,tag3,48.0,true,1970-07-28,2013-07-15 10:06:48
75,209000,tag4,49.5,false,1970-07-29,2013-07-15 10:06:49
76,210000,tag0,51.0,true,1970-07-30,2013-07-15 10:06:50
77,211000,tag1,52.5,false,1970-07-31,2013-07-15 10:06:51
78,212000,,54.0,true,1970-08-01,2013-07-15 10:06:52
79,213000,tag3,55.5,false,1970-08-02,2013-07-15 10:06:53
80,214000,tag4,57.0,true,1970-08-03,2013-07-15 10:06:54
81,215000,tag0,58.5,false,1970-08-04,2013-07-15 10:06:55
82,216000,tag1,60.0,true,1970-08-05,2013-07-15 10:06:56
83,217000,tag2,61.5,false,1970-08-06,2013-07-15 10:06:57
84,218000,tag3,63.0,true,1970-08-07,2013-07-15 10:06:58
85,219000,,64.5,false,1970-08-08,2013-07-15 10:06:59
86,220000,tag0,66.0,true,1970-08-09,2013-07-15 10:07:00
87,221000,tag1,67.5,false,1970-08-10,2013-07-15 10:07:01
88,222000,tag2,69.0,true,1970-08-11,2013-07-15 10:07:02
89,223000,tag3,70.5,false,1970-08-12,2013-07-15 10:07:03
90,224000,tag4,72.0,true,1970-08-13,2013-07-15 10:07:04
91,225000,tag0,73.5,false,1970-08-14,2013-07-15 10:07:05
92,226000,,75.0,true,1970-08-15,2013-07-15 10:07:06
93,227000,tag2,76.5,false,1970-08-16,2013-07-15 10:07:07
94,228000,tag3,78.0,true,1970-08-17,2013-07-15 10:07:08
95,229000,tag4,79.5,false,1970-08-18,2013-07-15 10:07:09
96,230000,tag0,81.0,true,1970-08-19,2013-07-15 10:07:10
0,231000,tag1,82.5,false,1970-08-20,2013-07-15 10:07:11
1,232000,tag2,84.0,true,1970-08-21,2013-07-15 10:07:12
2,233000,,85.5,false,1970-08-22,2013-07-15 10:07:13
3,234000,tag4,87.0,true,1970-08-23,2013-07-15 10:07:14
4,235000,tag0,88.5,false,1970-08-24,2013-07-15 10:07:15
5,236000,tag1,90.0,true,1970-08-25,2013-07-15 10:07:16
6,237000,tag2,91.5,false,1970-08-26,2013-07-15 10:07:17
7,238000,tag3,93.0,true,1970-08-27,2013-07-15 10:07:18
8,239000,tag4,94.5,false,1970-08-28,2013-07-15 10:07:19
9,240000,,0.0,true,1970-08-29,2013-07-15 10:07:20
10,241000,tag1,1.5,false,1970-08-30,2013-07-15 10:07:21
11,242000,tag2,3.0,true,1970-08-31,2013-07-15 10:07:22
12,243000,tag3,4.5,false,1970-09-01,2013-07-15 10:07:23
13,244000,tag4,6.0,true,1970-09-02,2013-07-15 10:07:24
14,245000,tag0,7.5,false,1970-09-03,2013-07-15 10:07:25
15,246000,tag1,9.0,true,1970-09-04,2013-07-15 10:07:26
16,247000,,10.5,false,1970-09-05,2013-07-15 10:07:27
17,248000,tag3,12.0,true,1970-09-06,2013-07-15 10:07:28
18,249000,tag4,13.5,false,1970-09-07,2013-07-15 10:07:29
19,250000,tag0,15.0,true,1970-09-08,2013-07-15 10:07:30
20,251000,tag1,16.5,false,1970-09-09,2013-07-15 10:07:31
21,252000,tag2,18.0,true,1970-09-10,2013-07-15 10:07:32
22,253000,tag3,19.5,false,1970-09-11,2013-07-15 10:07:33
23,254000,,21.0,true,1970-09-12,2013-07-15 10:07:34
24,255000,tag0,22.5,false,1970-09-13,2013-07-15 10:07:35
25,256000,tag1,24.0,true,1970-09-14,2013-07-15 10:07:36
26,257000,tag2,25.5,false,1970-09-15,2013-07-15 10:07:37
27,258000,tag3,27.0,true,1970-09-16,2013-07-15 10:07:38
28,259000,tag4,28.5,false,1970-09-17,2013-07-15 10:07:39
29,260000,tag0,30.0,true,1970-09-18,2013-07-15 10:07:40
30,261000,,31.5,false,1970-09-19,2013-07-15 10:07:41
31,262000,tag2,33.0,true,1970-09-20,2013-07-15 10:07:42
32,263000,tag3,34.5,false,1970-09-21,2013-07-15 10:07:43
33,264000,tag4,36.0,true,1970-09-22,2013-07-15 10:07:44
34,265000,tag0,37.5,false,1970-09-23,2013-07-15 10:07:45
35,266000,tag1,39.0,true,1970-09-24,2013-07-15 10:07:46
36,267000,tag2,40.5,false,1970-09-25,2013-07-15 10:07:47
37,268000,,42.0,true,1970-09-26,2013-07-15 10:07:48
38,269000,tag4,43.5,false,1970-09-27,2013-07-15 10:07:49
39,270000,tag0,45.0,true,1970-09-28,2013-07-15 10:07:50
40,271000,tag1,46.5,false,1970-09-29,2013-07-15 10:07:51
41,272000,tag2,48.0,true,1970-09-30,2013-07-15 10:07:52
42,273000,tag3,49.5,false,1970-10-01,2013-07-15 10:07:53
43,274000,tag4,51.0,true,1970-10-02,2013-07-15 10:07:54
44,275000,,52.5,false,1970-10-03,2013-07-15 10:07:55
45,276000,tag1,54.0,true,1970-10-04,2013-07-15 10:07:56
46,277000,tag2,55.5,false,1970-10-05,2013-07-15 10:07:57
47,278000,tag3,57.0,true,1970-10-06,2013-07-15 10:07:58
48,279000,tag4,58.5,false,1970-10-07,2013-07-15 10:07:59
49,280000,tag0,60.0,true,1970-10-08,2013-07-15 10:08:00
50,281000,tag1,61.5,false,1970-10-09,2013-07-15 10:08:01
51,282000,,63.0,true,1970-10-10,2013-07-15 10:08:02
52,283000,tag3,64.5,false,1970-10-11,2013-07-15 10:08:03
53,284000,tag4,66.0,true,1970-10-12,2013-07-15 10:08:04
54,285000,tag0,67.5,false,1970-10-13,2013-07-15 10:08:05
55,286000,tag1,69.0,true,1970-10-14,2013-07-15 10:08:06
56,287000,tag2,70.5,false,1970-10-15,2013-07-15 10:08:07
57,288000,tag3,72.0,true,1970-10-16,2013-07-15 10:08:08
58,289000,,73.5,false,1970-10-17,2013-07-15 10:08:09
59,290000,tag0,75.0,true,1970-10-18,2013-07-15 10:08:10
60,291000,tag1,76.5,false,1970-10-19,2013-07-15 10:08:11
61,292000,tag2,78.0,true,1970-10-20,2013-07-15 10:08:12
62,293000,tag3,79.5,false,1970-10-21,2013-07-15 10:08:13
63,294000,tag4,81.0,true,1970-10-22,2013-07-15 10:08:14
64,295000,tag0,82.5,false,1970-10-23,2013-07-15 10:08:15
65,296000,,84.0,true,1970-10-24,2013-07-15 10:08:16
66,297000,tag2,85.5,false,1970-10-25,2013-07-15 10:08:17
67,298000,tag3,87.0,true,1970-10-26,2013-07-15 10:08:18
68,299000,tag4,88.5,false,1970-10-27,2013-07-15 10:08:19
69,300000,tag0,90.0,true,1970-10-28,2013-07-15 10:08:20
70,301000,tag1,91.5,false,1970-10-29,2013-07-15 10:08:21
71,302000,tag2,93.0,true,1970-10-30,2013-07-15 10:08:22
72,303000,,94.5,false,1970-10-31,2013-07-15 10:08:23
73,304000,tag4,0.0,true,1970-11-01,2013-07-15 10:08:24
74,305000,tag0,1.5,false,1970-11-02,2013-07-15 10:08:25
75,306000,tag1,3.0,true,1970-11-03,2013-07-15 10:08:26
76,307000,tag2,4.5,false,1970-11-04,2013-07-15 10:08:27
77,308000,tag3,6.0,true,1970-11-05,2013-07-15 10:08:28
78,309000,tag4,7.5,false,1970-11-06,2013-07-15 10:08:29
79,310000,,9.0,true,1970-11-07,2013-07-15 10:08:30
80,311000,tag1,10.5,false,1970-11-08,2013-07-15 10:08:31
81,312000,tag2,12.0,true,1970-11-09,2013-07-15 10:08:32
82,313000,tag3,13.5,false,1970-11-10,2013-07-15 10:08:33
83,314000,tag4,15.0,true,1970-11-11,2013-07-15 10:08:34
84,315000,tag0,16.5,false,1970-11-12,2013-07-15 10:08:35
85,316000,tag1,18.0,true,1970-11-13,2013-07-15 10:08:36
86,317000,,19.5,false,1970-11-14,2013-07-15 10:08:37
87,318000,tag3,21.0,true,1970-11-15,2013-07-15 10:08:38
88,319000,tag4,22.5,false,1970-11-16,2013-07-15 10:08:39
89,320000,tag0,24.0,true,1970-11-17,2013-07-15 10:08:40
90,321000,tag1,25.5,false,1970-11-18,2013-07-15 10:08:41
91,322000,tag2,27.0,true,1970-11-19,2013-07-15 10:08:42
92,323000,tag3,28.5,false,1970-11-20,2013-07-15 10:08:43
93,324000,,30.0,true,1970-11-21,2013-07-15 10:08:44
94,325000,tag0,31.5,false,1970-11-22,2013-07-15 10:08:45
95,326000,tag1,33.0,true,1970-11-23,2013-07-15 10:08:46
96,327000,tag2,34.5,false,1970-11-24,2013-07-15 10:08:47
0,328000,tag3,36.0,true,1970-11-25,2013-07-15 10:08:48
1,329000,tag4,37.5,false,1970-11-26,2013-07-15 10:08:49
2,330000,tag0,39.0,true,1970-11-27,2013-07-15 10:08:50
3,331000,,40.5,false,1970-11-28,2013-07-15 10:08:51
4,332000,tag2,42.0,true,1970-11-29,2013-07-15 10:08:52
5,333000,tag3,43.5,false,1970-11-30,2013-07-15 10:08:53
6,334000,tag4,45.0,true,1970-12-01,2013-07-15 10:08:54
7,335000,tag0,46.5,false,1970-12-02,2013-07-15 10:08:55
8,336000,tag1,48.0,true,1970-12-03,2013-07-15 10:08:56
9,337000,tag2,49.5,false,1970-12-04,2013-07-15 10:08:57
10,338000,,51.0,true,1970-12-05,2013-07-15 10:08:58
11,339000,tag4,52.5,false,1970-12-06,2013-07-15 10:08:59
12,340000,tag0,54.0,true,1970-12-07,2013-07-15 10:09:00
13,341000,tag1,55.5,false,1970-12-08,2013-07-15 10:09:01
14,342000,tag2,57.0,true,1970-12-09,2013-07-15 10:09:02
15,343000,tag3,58.5,false,1970-12-10,2013-07-15 10:09:03
16,344000,tag4,60.0,true,1970-12-11,2013-07-15 10:09:04
17,345000,,61.5,false,1970-12-12,2013-07-15 10:09:05
18,346000,tag1,63.0,true,1970-12-13,2013-07-15 10:09:06
19,347000,tag2,64.5,false,1970-12-14,2013-07-15 10:09:07
20,348000,tag3,66.0,true,1970-12-15,2013-07-15 10:09:08
21,349000,tag4,67.5,false,1970-12-16,2013-07-15 10:09:09
22,350000,tag0,69.0,true,1970-12-17,2013-07-15 10:09:10
23,351000,tag1,70.5,false,1970-12-18,2013-07-15 10:09:11
24,352000,,72.0,true,1970-12-19,2013-07-15 10:09:12
25,353000,tag3,73.5,false,1970-12-20,2013-07-15 10:09:13
26,354000,tag4,75.0,true,1970-12-21,2013-07-15 10:09:14
27,355000,tag0,76.5,false,1970-12-22,2013-07-15 10:09:15
28,356000,tag1,78.0,true,1970-12-23,2013-07-15 10:09:16
29,357000,tag2,79.5,false,1970-12-24,2013-07-15 10:09:17
30,358000,tag3,81.0,true,1970-12-25,2013-07-15 10:09:18
31,359000,,82.5,false,1970-12-26,2013-07-15 10:09:19
32,360000,tag0,84.0,true,1970-12-27,2013-07-15 10:09:20
33,361000,tag1,85.5,false,1970-12-28,2013-07-15 10:09:21
34,362000,tag2,87.0,true,1970-12-29,2013-07-15 10:09:22
35,363000,tag3,88.5,false,1970-12-30,2013-07-15 10:09:23
36,364000,tag4,90.0,true,1970-12-31,2013-07-15 10:09:24
37,365000,tag0,91.5,false,1971-01-01,2013-07-15 10:09:25
38,366000,,93.0,true,1971-01-02,2013-07-15 10:09:26
39,367000,tag2,94.5,false,1971-01-03,2013-07-15 10:09:27
40,368000,tag3,0.0,true,1971-01-04,2013-07-15 10:09:28
41,369000,tag4,1.5,false,1971-01-05,2013-07-15 10:09:29
42,370000,tag0,3.0,true,1971-01-06,2013-07-15 10:09:30
43,371000,tag1,4.5,false,1971-01-07,2013-07-15 10:09:31
44,372000,tag2,6.0,true,1971-01-08,2013-07-15 10:09:32
45,373000,,7.5,false,1971-01-09,2013-07-15 10:09:33
46,374000,tag4,9.0,true,1971-01-10,2013-07-15 10:09:34
47,375000,tag0,10.5,false,1971-01-11,2013-07-15 10:09:35
48,376000,tag1,12.0,true,1971-01-12,2013-07-15 10:09:36
49,377000,tag2,13.5,false,1971-01-13,2013-07-15 10:09:37
50,378000,tag3,15.0,true,1971-01-14,2013-07-15 10:09:38
51,379000,tag4,16.5,false,1971-01-15,2013-07-15 10:09:39
52,380000,,18.0,true,1971-01-16,2013-07-15 10:09:40
53,381000,tag1,19.5,false,1971-01-17,2013-07-15 10:09:41
54,382000,tag2,21.0,true,1971-01-18,2013-07-15 10:09:42
55,383000,tag3,22.5,false,1971-01-19,2013-07-15 10:09:43
56,384000,tag4,24.0,true,1971-01-20,2013-07-15 10:09:44
57,385000,tag0,25.5,false,1971-01-21,2013-07-15 10:09:45
58,386000,tag1,27.0,true,1971-01-22,2013-07-15 10:09:46
59,387000,,28.5,false,1971-01-23,2013-07-15 10:09:47
60,388000,tag3,30.0,true,1971-01-24,2013-07-15 10:09:48
61,389000,tag4,31.5,false,1971-01-25,2013-07-15 10:09:49
62,390000,tag0,33.0,true,1971-01-26,2013-07-15 10:09:50
63,391000,tag1,34.5,false,1971-01-27,2013-07-15 10:09:51
64,392000,tag2,36.0,true,1971-01-28,2013-07-15 10:09:52
65,393000,tag3,37.5,false,1971-01-29,2013-07-15 10:09:53
66,394000,,39.0,true,1971-01-30,2013-07-15 10:09:54
67,395000,tag0,40.5,false,1971-01-31,2013-07-15 10:09:55
68,396000,tag1,42.0,true,1971-02-01,2013-07-15 10:09:56
69,397000,tag2,43.5,false,1971-02-02,2013-07-15 10:09:57
70,398000,tag3,45.0,true,1971-02-03,2013-07-15 10:09:58
71,399000,tag4,46.5,false,1971-02-04,2013-07-15 10:09:59
72,400000,tag0,48.0,true,1971-02-05,2013-07-15 10:10:00
73,401000,,49.5,false,1971-02-06,2013-07-15 10:10:01
74,402000,tag2,51.0,true,1971-02-07,2013-07-15 10:10:02
75,403000,tag3,52.5,false,1971-02-08,2013-07-15 10:10:03
76,404000,tag4,54.0,true,1971-02-09,2013-07-15 10:10:04
77,405000,tag0,55.5,false,1971-02-10,2013-07-15 10:10:05
78,406000,tag1,57.0,true,1971-02-11,2013-07-15 10:10:06
79,407000,tag2,58.5,false,1971-02-12,2013-07-15 10:10:07
80,408000,,60.0,true,1971-02-13,2013-07-15 10:10:08
81,409000,tag4,61.5,false,1971-02-14,2013-07-15 10:10:09
82,410000,tag0,63.0,true,1971-02-15,2013-07-15 10:10:10
83,411000,tag1,64.5,false,1971-02-16,2013-07-15 10:10:11
84,412000,tag2,66.0,true,1971-02-17,2013-07-15 10:10:12
85,413000,tag3,67.5,false,1971-02-18,2013-07-15 10:10:13
86,414000,tag4,69.0,true,1971-02-19,2013-07-15 10:10:14
87,415000,,70.5,false,1971-02-20,2013-07-15 10:10:15
88,416000,tag1,72.0,true,1971-02-21,2013-07-15 10:10:16
89,417000,tag2,73.5,false,1971-02-22,2013-07-15 10:10:17
90,418000,tag3,75.0,true,1971-02-23,2013-07-15 10:10:18
91,419000,tag4,76.5,false,1971-02-24,2013-07-15 10:10:19
92,420000,tag0,78.0,true,1971-02-25,2013-07-15 10:10:20
93,421000,tag1,79.5,false,1971-02-26,2013-07-15 10:10:21
94,422000,,81.0,true,1971-02-27,2013-07-15 10:10:22
95,423000,tag3,82.5,false,1971-02-28,2013-07-15 10:10:23
96,424000,tag4,84.0,true,1971-03-01,2013-07-15 10:10:24
0,425000,tag0,85.5,false,1971-03-02,2013-07-15 10:10:25
1,426000,tag1,87.0,true,1971-03-03,2013-07-15 10:10:26
2,427000,tag2,88.5,false,1971-03-04,2013-07-15 10:10:27
3,428000,tag3,90.0,true,1971-03-05,2013-07-15 10:10:28
4,429000,,91.5,false,1971-03-06,2013-07-15 10:10:29
5,430000,tag0,93.0,true,1971-03-07,2013-07-15 10:10:30
6,431000,tag1,94.5,false,1971-03-08,2013-07-15 10:10:31
7,432000,tag2,0.0,true,1971-03-09,2013-07-15 10:10:32
8,433000,tag3,1.5,false,1971-03-10,2013-07-15 10:10:33
9,434000,tag4,3.0,true,1971-03-11,2013-07-15 10:10:34
10,435000,tag0,4.5,false,1971-03-12,2013-07-15 10:10:35
11,436000,,6.0,true,1971-03-13,2013-07-15 10:10:36
12,437000,tag2,7.5,false,1971-03-14,2013-07-15 10:10:37
13,438000,tag3,9.0,true,1971-03-15,2013-07-15 10:10:38
14,439000,tag4,10.5,false,1971-03-16,2013-07-15 10:10:39
15,440000,tag0,12.0,true,1971-03-17,2013-07-15 10:10:40
16,441000,tag1,13.5,false,1971-03-18,2013-07-15 10:10:41
17,442000,tag2,15.0,true,1971-03-19,2013-07-15 10:10:42
18,443000,,16.5,false,1971-03-20,2013-07-15 10:10:43
19,444000,tag4,18.0,true,1971-03-21,2013-07-15 10:10:44
20,445000,tag0,19.5,false,1971-03-22,2013-07-15 10:10:45
21,446000,tag1,21.0,true,1971-03-23,2013-07-15 10:10:46
22,447000,tag2,22.5,false,1971-03-24,2013-07-15 10:10:47
23,448000,tag3,24.0,true,1971-03-25,2013-07-15 10:10:48
24,449000,tag4,25.5,false,1971-03-26,2013-07-15 10:10:49
25,450000,,27.0,true,1971-03-27,2013-07-15 10:10:50
26,451000,tag1,28.5,false,1971-03-28,2013-07-15 10:10:51
27,452000,tag2,30.0,true,1971-03-29,2013-07-15 10:10:52
28,453000,tag3,31.5,false,1971-03-30,2013-07-15 10:10:53
29,454000,tag4,33.0,true,1971-03-31,2013-07-15 10:10:54
30,455000,tag0,34.5,false,1971-04-01,2013-07-15 10:10:55
31,456000,tag1,36.0,true,1971-04-02,2013-07-15 10:10:56
32,457000,,37.5,false,1971-04-03,2013-07-15 10:10:57
33,458000,tag3,39.0,true,1971-04-04,2013-07-15 10:10:58
34,459000,tag4,40.5,false,1971-04-05,2013-07-15 10:10:59
35,460000,tag0,42.0,true,1971-04-06,2013-07-15 10:11:00
36,461000,tag1,43.5,false,1971-04-07,2013-07-15 10:11:01
37,462000,tag2,45.0,true,1971-04-08,2013-07-15 10:11:02
38,463000,tag3,46.5,false,1971-04-09,2013-07-15 10:11:03
39,464000,,48.0,true,1971-04-10,2013-07-15 10:11:04
40,465000,tag0,49.5,false,1971-04-11,2013-07-15 10:11:05
41,466000,tag1,51.0,true,1971-04-12,2013-07-15 10:11:06
42,467000,tag2,52.5,false,1971-04-13,2013-07-15 10:11:07
43,468000,tag3,54.0,true,1971-04-14,2013-07-15 10:11:08
44,469000,tag4,55.5,false,1971-04-15,2013-07-15 10:11:09
45,470000,tag0,57.0,true,1971-04-16,2013-07-15 10:11:10
46,471000,,58.5,false,1971-04-17,2013-07-15 10:11:11
47,472000,tag2,60.0,true,1971-04-18,2013-07-15 10:11:12
48,473000,tag3,61.5,false,1971-04-19,2013-07-15 10:11:13
49,474000,tag4,63.0,true,1971-04-20,2013-07-15 10:11:14
50,475000,tag0,64.5,false,1971-04-21,2013-07-15 10:11:15
51,476000,tag1,66.0,true,1971-04-22,2013-07-15 10:11:16
52,477000,tag2,67.5,false,1971-04-23,2013-07-15 10:11:17
53,478000,,69.0,true,1971-04-24,2013-07-15 10:11:18
54,479000,tag4,70.5,false,1971-04-25,2013-07-15 10:11:19
55,480000,tag0,72.0,true,1971-04-26,2013-07-15 10:11:20
56,481000,tag1,73.5,false,1971-04-27,2013-07-15 10:11:21
57,482000,tag2,75.0,true,1971-04-28,2013-07-15 10:11:22
58,483000,tag3,76.5,false,1971-04-29,2013-07-15 10:11:23
59,484000,tag4,78.0,true,1971-04-30,2013-07-15 10:11:24
60,485000,,79.5,false,1971-05-01,2013-07-15 10:11:25
61,486000,tag1,81.0,true,1971-05-02,2013-07-15 10:11:26
62,487000,tag2,82.5,false,1971-05-03,2013-07-15 10:11:27
63,488000,tag3,84.0,true,1971-05-04,2013-07-15 10:11:28
64,489000,tag4,85.5,false,1971-05-05,2013-07-15 10:11:29
65,490000,tag0,87.0,true,1971-05-06,2013-07-15 10:11:30
66,491000,tag1,88.5,false,1971-05-07,2013-07-15 10:11:31
67,492000,,90.0,true,1971-05-08,2013-07-15 10:11:32
68,493000,tag3,91.5,false,1971-05-09,2013-07-15 10:11:33
69,494000,tag4,93.0,true,1971-05-10,2013-07-15 10:11:34
